Location,Coordinates,Date,Description,Weaponry,Casulties,Shot Down
Aramsha,"33.0878, 35.2284",07-11-2023,"On 7 November 2023, an unidentified gunman, presumably affiliated with Hezbollah, opened fire with small arms at an IDF post near Aramsha (Akko, HaZafon). Israeli forces responded with artillery fire. No injuries occurred on the Israeli side.",unknown,0,0
Metulla,"33.2792, 35.5795",07-11-2023,"Interception: On 7 November 2023, Israeli military forces intercepted a \",unknown,0,0
Shetula,"33.0852, 35.3149",07-11-2023,"On 7 November 2023, Hezbollah forces fired an anti-tank missile at an IDF post near Shetula (Akko, HaZafon). No injuries occurred. Israeli forces responded with artillery fire.",anti-tank,0,0
Dafna,"33.2301, 35.6387",07-11-2023,"On 7 November 2023, Hezbollah forces fired about 20 rockets from Lebanon toward towns in northern Israel and Golan Heights, causing sirens to sound in Dan, Dafna (Zefat, HaZafon), and surrounding areas. Of the 20 rockets fired, six were intercepted while others fell in open areas.",rockets,0,0
Avivim,"33.0889, 35.4723",05-11-2023,"On 5 November 2023, Hezbollah militants fired anti-tank missiles at an Israeli base in Avivim (Zefat, HaZafon). Casualties unknown.",missiles,0,0
Malkiyya,"33.0983, 35.5108",05-11-2023,"On 5 November 2023, Hezbollah militants fired anti-tank missiles at an Israeli base in Malkiyya (Zefat, HaZafon). Casualties unknown.",missiles,0,0
Yiftah,"33.1288, 35.5523",05-11-2023,"On 5 November 2023, Hezbollah militants fired an anti-tank missile in the Shoshan base area near Yiftah (Zefat, HaZafon), hitting an Israeli vehicle that was transporting water to the military base. The driver was killed.",anti-tank,1,0
Kiryat Shmona,"33.2073, 35.572",05-11-2023,"On 5 November 2023, around 10 missiles launched by Hezbollah from Lebanon fell in the area surrounding Kiryat Shmona (Zefat, HaZafon). A fire started in one of the areas where a missile fell. No casualties occurred. Separately, the iron dome missile defense system intercepted at least one rocket launched by Hezbollah in the Kiryat Shmona area.",missiles,0,0
Kiryat Shmona,"33.2073, 35.572",05-11-2023,"On 5 November 2023, several missiles were launched by Hezbollah at Kiryat Shmona (Zefat, HaZafon). One missile hit a house causing material damages. Fragments from a missile also hit a vehicle, setting it on fire. No casualties occurred.",missiles,0,0
Shlomi,"33.0726, 35.1458",04-11-2023,"On 4 November 2023, Hezbollah militants launched several missiles towards the Dvoranit military outpost near Shlomi (Akko, HaZafon). There were no casualties.",missiles,0,0
Safed,"32.9647, 35.496",04-11-2023,"On 4 November 2023, Hezbollah militants launched several missiles towards the Upper Galilee area. Several fragments, presumably from an interception, landed in the area injuring an Israeli. Coded as Safed (Zefat, HaZafon).",missiles,1,0
Zarit,"33.0996, 35.2889",04-11-2023,"On 4 November 2023, Hezbollah militants launched several missiles towards the Yakinton military outpost near Zarit (Akko, HaZafon). There were no casualties.",missiles,0,0
Hanita,"33.0875, 35.1736",04-11-2023,"On 4 November 2023, Hezbollah militants launched several missiles towards an Israeli military outpost in Reches Hanita (Akko, HaZafon). Missiles landed in Hanita and Rosh HaNikra. Casualties unknown.",missiles,0,0
Mattat,"33.0413, 35.3586",03-11-2023,"On 3 November 2023, Hezbollah militants fired an anti-tank missile at an Israeli military base near Mattat (Akko, HaZafon).",anti-tank,0,0
Haifa,"32.8184, 34.9885",03-11-2023,"Defusal: On 3 November 2023, Israeli police and navy forces did a controlled detonation a projectile, that was launched by presumably Hezbollah, near the Haifa beach (Haifa).",projectile,0,0
Yiftah,"33.1288, 35.5523",03-11-2023,"On 3 November 2023, Israeli military tanks shelled a Hezbollah militant cell in Yiftah (Zefat, HaZafon). Casualties unknown.",unknown,0,0
Aramsha,"33.0878, 35.2284",02-11-2023,"On 2 November 2023, Hezbollah forces fired missiles from Lebanon toward northern Israel, causing sirens to sound in Aramsha (Akko, HaZafon) and surrounding areas. No direct hits to populated areas or interceptions were reported, as most missiles presumably landed in open areas.",missiles,0,0
Metulla,"33.2792, 35.5795",02-11-2023,"On 2 November 2023, Hezbollah forces fired a surface-to-air missile at an IDF UAV in northern Israel, presumably near Metulla (Zefat, HaZafon). The UAV was not hit and no injuries were reported.",unknown,0,0
Margaliyyot,"33.2147, 35.5449",02-11-2023,"On 2 November 2023, Hezbollah forces fired missiles from Lebanon toward northern Israel, causing sirens to sound in Margaliyyot (Zefat, HaZafon) and surrounding areas. No direct hits to populated areas or interceptions were reported, as most missiles landed in open areas or were intercepted.",missiles,0,0
Menara,"33.1969, 35.5439",02-11-2023,"On 2 November 2023, Hezbollah forces fired an anti-tank missile at an IDF post near Menara (Zefat, HaZafon). The missile hit an antenna at the IDF post. No injuries were reported.",anti-tank,0,0
Kiryat Shmona,"33.2073, 35.572",02-11-2023,"On 2 November 2023, Hezbollah forces fired missiles from Lebanon toward northern Israel, causing sirens to sound in Kiryat Shmona (Zefat, HaZafon) and surrounding areas. Aside from one direct hit in Kiryat Shmona, no other direct hits to populated areas were reported. Some missiles landed in open areas, while others were intercepted. Hezbollah reported targeting many northern Israel locations with missiles, mortars, and light arms throughout the day. Hamas claimed responsibility for firing 12 rockets from Lebanon in the direction Kiryat Shmona. Hezbollah was responsible for the rest of the rocket fire from Lebanon.",rockets,0,0
Margaliyyot,"33.2147, 35.5449",01-11-2023,"Interception: On 1 November 2023, Israeli military forces shot down a surface-to-air missile launched by Hezbollah from Lebanon toward an IDF drone in Israeli territory, presumably near Margaliyyot (Zefat, HaZafon).",drone,0,1
Zarit,"33.0996, 35.2889",01-11-2023,"On 1 November 2023, Hezbollah forces fired a number of mortar bombs from Lebanon toward the area of Shomera, near Zarit (Akko, HaZafon). No injuries or direct hits to populated areas were reported.",mortar,0,0
Shetula,"33.0852, 35.3149",01-11-2023,"On 1 November 2023, Hezbollah forces fired several mortar bombs from Lebanon at Shetula (Akko, HaZafon). No injuries were reported, as the mortar bombs fell in open areas.",mortar,0,0
Yiftah,"33.1288, 35.5523",01-11-2023,"On 1 November 2023, Hezbollah forces fired an anti-tank missile from Lebanon toward an IDF post near Yiftah (Zefat, HaZafon). No injuries were reported.",anti-tank,0,0
Aramsha,"33.0878, 35.2284",31-10-2023,"On 31 October 2023, Hezbollah forces fired mortar bombs from Lebanon at Aramsha (Akko, HaZafon). The mortar bombs landed in open areas. No injuries or damages were reported.",mortar,0,0
Margaliyyot,"33.2147, 35.5449",31-10-2023,"On 31 October 2023, Hezbollah forces fired anti-tank missiles from Lebanon that targeted two IDF posts on the Israeli side of the border, presumably in the area of Margaliyyot (Zefat, HaZafon). No injuries were reported.",missiles,0,0
Kefar Giladi,"33.2423, 35.5752",31-10-2023,"On 31 October 2023, Hezbollah forces fired mortar bombs from Lebanon toward the area of Kefar Giladi (Zefat, HaZafon). The mortar bombs landed in open areas. No injuries were reported.",mortar,0,0
Shlomi,"33.0726, 35.1458",30-10-2023,"On 30 October 2023, Hezbollah forces fired an unspecified number of missiles from Lebanon toward northern Israel, causing sirens to sound in Shlomi (Akko, HaZafon) and surrounding areas. No injuries, interceptions, or direct hits to populated areas were reported, as the missiles presumably fell in open areas.",missiles,0,0
Biranit,"33.0583, 35.3415",30-10-2023,"On 30 October 2023, Hezbollah forces fired three anti-tank missiles toward the area of Biranit (Akko, HaZafon). No injuries, interceptions, or direct hits to populated areas were reported, as the missiles presumably fell in open areas.",missiles,0,0
Hurfeish,"33.0177, 35.3461",30-10-2023,"On 30 October 2023, Hezbollah forces fired two missiles from Lebanon toward Elkosh, near Hurfeish (Zefat, HaZafon), and surrounding areas. No injuries, interceptions, or direct hits to populated areas were reported, as the missiles fell in open areas.",missiles,0,0
Hanita,"33.0875, 35.1736",30-10-2023,"On 30 October 2023, Hezbollah forces fired an unspecified number of missiles from Lebanon toward northern Israel, causing sirens to sound in Hanita (Akko, HaZafon) and surrounding areas. No injuries, interceptions, or direct hits to populated areas were reported, as the missiles presumably fell in open areas.",missiles,0,0
Menara,"33.1969, 35.5439",30-10-2023,"On 30 October 2023, Hezbollah forces fired several mortar bombs from Lebanon toward an IDF post near Menara (Zefat, HaZafon). No injuries were reported.",mortar,0,0
Shlomi,"33.0726, 35.1458",29-10-2023,"On 29 October 2023, Hezbollah forces fired a missile from Lebanon toward northern Israel that landed in Betset, near Shlomi (Akko, HaZafon), and caused material damages.",unknown,0,0
Rosh Pinna,"32.9689, 35.5426",29-10-2023,"On 29 October 2023, Hezbollah fired at least three missiles toward Rosh Pinna (Zefat, HaZafon) and surrounding towns. Israeli military forces intercepted two rockets, while one fell in an open area in the area of Rosh Pinna.",rockets,0,0
Nahariyya,"33.0089, 35.0981",29-10-2023,"On 29 October 2023, Hezbollah forces fired about ten missiles from Lebanon toward northern Israel, causing sirens to sound in Nahariyya (Akko, HaZafon) and surrounding areas. One rocket was intercepted in the area, while the rest of the rockets presumably fell in open areas.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",29-10-2023,"On 29 October 2023, Hezbollah forces fired missiles from Lebanon toward northern Israel, including Kiryat Shmona (Zefat, HaZafon). A missile hit a residential home in the city, causing a fire and material damages. Two other direct hits were reported in the city.",missiles,0,0
Kefar Giladi,"33.2423, 35.5752",29-10-2023,"On 29 October 2023, Hezbollah forces fired with small arms at IDF observation posts in Misgav Am, near Kefar Giladi (Zefat, HaZafon). Israeli forces responded by firing back at the sources of the fire. There were no casualties.",unknown,0,0
Aramsha,"33.0878, 35.2284",28-10-2023,"On 28 October 2023, Hezbollah forces fired an anti-tank missile at Aramsha (Akko, HaZafon). No injuries were reported.",anti-tank,0,0
Tiberias,"32.7922, 35.5312",28-10-2023,"Interception: On 28 October 2023, Israeli military forces intercepted a surface-to-air missile fired by Hezbollah from Lebanon toward the Galilee, presumably near Tiberias (Kinneret, HaZafon). The missile\",unknown,0,0
Margaliyyot,"33.2147, 35.5449",28-10-2023,"On 28 October 2023, Hezbollah forces fired three missiles from Lebanon toward northern Israel, causing sirens to sound in Margaliyyot (Zefat, HaZafon). The missiles fell in open areas in the area of Margaliyyot.",missiles,0,0
Zarit,"33.0996, 35.2889",28-10-2023,"On 28 October 2023, Hezbollah forces fired anti-tank missiles and mortar bombs at Zarit (Akko, HaZafon). No injuries or direct hits to populated areas were reported.",missiles,0,0
Shetula,"33.0852, 35.3149",28-10-2023,"On 28 October 2023, Hezbollah forces fired three missiles from Lebanon toward Shetula (Akko, HaZafon), all of which landed in open areas near Shetula. No injuries or material damages were reported.",missiles,0,0
Avivim,"33.0889, 35.4723",27-10-2023,"On 27 October 2023, Hezbollah forces opened fire, with anti-tank missiles and small arms, at an IDF post in Avivim (Zefat, HaZafon). Israeli forces responded with artillery fire toward the sources of the small arms fire in Lebanon. No injuries were reported.",missiles,0,0
Kefar Giladi,"33.2423, 35.5752",27-10-2023,"On 27 October 2023, Hezbollah forces opened fire, with anti-tank missiles and small arms, at an IDF post in the area of Misgav Am, near Kefar Giladi (Zefat, HaZafon). Israeli forces responded with artillery fire toward the sources of the small arms fire in Lebanon. No injuries were reported.",missiles,0,0
